Lien,,Auteur ,Titre bref,Lieu/Imprimeur,Date,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=415&tbl=gln_edit&no=1820,416,J. de Coignac,"Desconfiture de Goliath, tragedie","Ge, A. Rivery & Jean Rivery",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=416&tbl=gln_edit&no=1821,417,J. de Coignac,"Deux satyres, l'une du pape, l'autre de la papauté","Ge, A. Rivery & Jean Rivery",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=417&tbl=gln_edit&no=5741,418,J. de Coignac,"Deux satyres, l'une du pape, l'autre de la papauté","[Ge], [A. Rivery & Jean Rivery] ",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=418&tbl=gln_edit&no=1817,419,J. de Coignac,Huict satyres de l'estat et vie des moines,"[Ge], [A. Rivery & Jean Rivery] ",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=419&tbl=gln_edit&no=419,420,Confessio,Confessio fidei,"[Ge], [C. Badius].",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=420&tbl=gln_edit&no=420,421,Confession,Confession de foy faite d'un commun accord par les Eglises en France,"[Ge], [C. Badius].",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=421&tbl=gln_edit&no=2084,422,Confession,"Confession de la foi, par le fidele joyeux en Christ.","Ge, J. Berthet.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=422&tbl=gln_edit&no=6228,423,Confession,[Confession chrestienne] ou [Confession des docteurs].,"[Ge ?], s.n..",[1558 ?],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=423&tbl=gln_edit&no=358,424,Conseils,Conseils et advis de plusieurs excellens personnages,"[Ge], J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=424&tbl=gln_edit&no=396,425,Conseils,Conseils et advis de plusieurs excellens personnages. 2de édition,"[Ge], J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=425&tbl=gln_edit&no=2024,426,M. Cop,Livre de l'Ecclesiaste exposé fidelement et familierement,"[Ge], [C. Badius].",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=426&tbl=gln_edit&no=2112,427,M. Cop,Sur les Proverbes de Salomon exposition familiere en forme de briefves homilies,"[Ge], C. Badius.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=427&tbl=gln_edit&no=1992,428,M. Cop,"Sur les Proverbes de Salomon, exposition familiere","[Ge], C. Badius.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=428&tbl=gln_edit&no=2025,429,M. Cordier,Cantiques spirituels,"[Ge], J. Girard.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=429&tbl=gln_edit&no=2085,430,M. Cordier,Commentarius puerorum de quotidiano sermone,"[Ge], R. Estienne.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=430&tbl=gln_edit&no=1588,431,M. Cordier,Principia latine loquendi scribendique,"[Ge], J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=431&tbl=gln_edit&no=6988,432,M. Cordier,Rudimenta grammaticæ de partium orationis declinatu.,"[Ge], [R. Estienne].",[± 1554],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=432&tbl=gln_edit&no=2086,433,C. I. C.,"<Ioustinianou, Ioustinou, Leontos nearai diataxeis. Ioustinianou edikta>. Justiniani, Justini Leonis novellæ constitutiones. Justiniani edicta (en grec)","[Ge], H.II  Estienne, typographe d’Ulrich Fugger",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=433&tbl=gln_edit&no=2146,434,C. I. C.,"Imp. Leonis Augusti Constitutiones novellæ aut correctoriæ legum repurgationes, latinæ nunc primum ab Henrico Agylæo factæ","[Ge], H.II  Estienne, typographe d’Ulrich Fugger",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=434&tbl=gln_edit&no=1935,435,C. I. C.,Institutiones juris civilis Justiniani Magni imperio conscriptæ et Fr. Accursii glossis illustratæ,"[Ge], S. Du Bosc & Guillaume Guéroult",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=435&tbl=gln_edit&no=6826,436,G. Cousin,"Animadversiones in aliquot Augustini et Hieronymi, tum in Alberti Pii Carporum principis scriptum adversus Erasmum.","Ge, J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=436&tbl=gln_edit&no=1971,437,[G. Cousin],Ephemeris historica,"[Ge], [J. Crespin].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=437&tbl=gln_edit&no=5908,438,G. Cousin,Sylva narrationum,"[Ge], [J. Crespin].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=438&tbl=gln_edit&no=1589,439,[J. Crespin],"Acta Martyrum, trad. de Claude Baduel","Ge, J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=439&tbl=gln_edit&no=1590,440,[J. Crespin],"Acta Martyrum, trad. de Claude Baduel","[Ge], J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=440&tbl=gln_edit&no=1664,441,J. Crespin,Actiones et monimenta martyrum,"Ge, J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=441&tbl=gln_edit&no=1665,442,J. Crespin,Actiones et monimenta martyrum,"[Ge], J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=442&tbl=gln_edit&no=1978,443,[J. Crespin],Livre des martyrs,"[Ge], J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=443&tbl=gln_edit&no=1979,444,[J. Crespin],Livre des martyrs,"[Ge], [J. Crespin].",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=444&tbl=gln_edit&no=1580,445,[J. Crespin],Recueil de plusieurs personnes qui ont constamment enduré la mort pour le nom de Nostre Seigneur,"[Ge], J. Crespin.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=445&tbl=gln_edit&no=1581,446,[J. Crespin],Recueil de plusieurs personnes qui ont constamment enduré la mort pour le nom de Nostre Seigneur,"[Ge], J. Crespin.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=446&tbl=gln_edit&no=1582,447,[J. Crespin],Recueil de plusieurs personnes qui ont constamment enduré la mort pour le nom de Nostre Seigneur,"[Ge], [Z. Durant].",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=447&tbl=gln_edit&no=1583,448,[J. Crespin],Recueil de plusieurs personnes qui ont constamment enduré la mort pour le nom de Nostre Seigneur,"[Ge], [Z. Durant].",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=448&tbl=gln_edit&no=1591,449,[J. Crespin],Recueil de plusieurs personnes qui ont constamment enduré la mort pour le nom du Seigneur,"[Ge], J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=449&tbl=gln_edit&no=1980,450,[J. Crespin],Recueil de plusieurs personnes qui ont enduré la mort pour le nom de N.S.J.C.,"[Ge], [J. Crespin].",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=450&tbl=gln_edit&no=1592,451,[J. Crespin],Troisieme partie du recueil des martyrs,"[Ge], J. Crespin.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=451&tbl=gln_edit&no=1606,452,[J. Crespin],Troisieme partie du recueil des martyrs,"[Ge], J. Crespin.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=452&tbl=gln_edit&no=2149,453,Criées,"Criés faites en ceste cité de Geneve, l'an mille cinq cens soixante","[Ge], A. Chauvin.",[1560],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=453&tbl=gln_edit&no=421,454,Crudelitas,"Crudelitas gallica, adjecta Confessio Gallicarum Ecclesiarum","[Ge], [C. Badius].",[1559],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=454&tbl=gln_edit&no=2026,455,Ctesias & al.,"Ex Ctesia, Agatharchide, Memnone excerptæ historiæ. Appiani Iberica. Item De gestis Annibalis, cum Henrici Stephani castigationibus","[Ge], H. II Estienne, imprimeur parisien",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=455&tbl=gln_edit&no=450,456,Giulio da Mil.,Exhortation au martyre.,"[Ge], J. de Laon.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=456&tbl=gln_edit&no=1246,457,Giulio da Mil. & al.,Exhortation au martyre. Exemple d'un homme desesperé,"[Ge], P. J. Poullain & René Houdouyn",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=457&tbl=gln_edit&no=423,458,Giulio da Mil.,Exhortation au martyre. Preface de Jean Calvin,"[Ge], J. Berthet.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=458&tbl=gln_edit&no=2113,459,T. Dempster,Antiquitatum romanarum corpus absolutissimum,"Ge, S. Chouet.",[1612] « 1558 »,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=459&tbl=gln_edit&no=1666,460,N. Des Gallars,In Exodum commentarii,"Ge, J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=460&tbl=gln_edit&no=1652,461,[N. Des Gallars],Seconde apologie ou defense des vrais chrestiens,"[Ge], [J. Crespin].",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=461&tbl=gln_edit&no=1667,462,Dictionnaire,Dictionaire en theologie,"[Ge], J. Crespin.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=462&tbl=gln_edit&no=2114,463,Diodorus,Bibliothecæ historicæ libri quindecim de quadraginta (gr.),"[Ge], H. II Estienne, typographe d’Ulrich Fugger",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=463&tbl=gln_edit&no=6924,464,Disputation,Disputation de la religion ou des articles de la foy chrestienne entre un papiste et un evangelique.,"Ge, É. Anastaise.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=464&tbl=gln_edit&no=5838,465,[C. Donzellino],"Doctes et sainctes paraphrases sur les Epistres de sainct Paul aux Romains, Galates, et Hebrieux, traduites d'italien en françois","[Ge ?], s.n..",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=465&tbl=gln_edit&no=1946,466,[C. Donzellino],"Dotte e pie parafrasi sopra l'epistole di S. Paolo ai Romani, Galati ed Ebrei","[Ge], G. Paschale.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=466&tbl=gln_edit&no=4160,467,[A. Du Pinet],Exposition sur l'apocalypse,"Ge, J. Marcorelles.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=467&tbl=gln_edit&no=2027,468,[A. Du Pinet],Exposition sur l'Apocalypse de sainct Jean. Préface de Théodore de Bèze,"[Ge], [J. Durant].",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=468&tbl=gln_edit&no=2150,469,[S. Du Rosier],Antithese des faicts de Jesus Christ et du pape. Nouvellement mis en vers françois.,"[Ge], [Z. Durant].",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=469&tbl=gln_edit&no=2028,470,[S. Du Rosier] & al.,Antithesis de præclaribus Christi et indignis Papæ facinoribus,"[Ge], Z. Durant.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=470&tbl=gln_edit&no=2087,471,[S. Du Rosier] & al.,Antithesis de præclaris Christi et indignis papæ facinoribus,"[Ge], Z. Durant.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=471&tbl=gln_edit&no=1936,472,L. Enoch,De puerili græcarum literarum doctrina liber,"[Ge], R. Estienne.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=472&tbl=gln_edit&no=1822,473,L. Enoch,Partitiones grammaticæ,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=473&tbl=gln_edit&no=1938,474,L. Enoch,Partitionum grammaticarum liber primus,"[Ge], C. Badius.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=474&tbl=gln_edit&no=2115,475,L. Enoch,Partitionum grammaticarum libri II et III.,"[Ge], C. Badius.",1559,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=475&tbl=gln_edit&no=1891,476,Enseignement,"Enseignement tresutile tiré de la saincte Escriture, pour fortifier la personne à volontiers mourir.","[Ge], [J. Girard].",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=476&tbl=gln_edit&no=6821,477,Épître,Epistre consolatoire envoyée par un homme fidele à une sienne sœur souffrant persecution,"[Ge], A. Cercia.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=477&tbl=gln_edit&no=2088,478,D. Erasmus,Adagiorum chiliades quatuor cum sesquicenturia. Henri Stephani animadversiones in Erasmicas quorundam adagiorum expositiones,"[Ge], R. Estienne.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=478&tbl=gln_edit&no=2274,479,[D. Erasmus],Dialogue intitulé Jules.,"[Ge], J. B. Pinereul.",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=479&tbl=gln_edit&no=1896,480,R. Estienne,Ad censuras theologorum parisiensium responsio,"[Ge], R. Estienne.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=480&tbl=gln_edit&no=1897,481,R. Estienne,"Censures des theologiens de Paris, par lesquelles ils avoyent condamné les bibles imprimées par Robert Estienne, avec la response d'iceluy","[Ge], R. Estienne.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=481&tbl=gln_edit&no=1939,482,R. Estienne,Concordantiæ bibliorum utriusque Testamenti Veteris et Novi novæ et integræ,"[Ge], R. Estienne.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=482&tbl=gln_edit&no=2032,483,R. Estienne,"Dictionariolum puerorum [latino-gallicum], ex postrema authoris recognitione","[Ge], R. Estienne.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=483&tbl=gln_edit&no=1924,484,R. Estienne,Exposition continuelle et familiere sur les IIII. evangelistes recueillie des expositions des plus scavans docteurs ecclesiastiques,"[Ge], R. Estienne.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=484&tbl=gln_edit&no=2090,485,R. Estienne,"Gallicæ grammatices libellus, latine versus ab Henrico Stephano","[Ge], R. Estienne.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=485&tbl=gln_edit&no=1908,486,R. Estienne & al.,"In Evangelium secundum Matthæum, Marcum et Lucam commentarii ex ecclesiasticis scriptoribus collecti novæ glossæ ordinariæ specimen, donec meliora Dominus. [Harmonia evangelica ab Andrea Osiandro]","[Ge], R. Estienne.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=486&tbl=gln_edit&no=5567,487,R. Estienne,Libri a Roberto Stephano impressi ab anno M. D. LII.,"[Ge], [R. Estienne].",[1558],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=487&tbl=gln_edit&no=1305,488,R. Estienne,Petit dictionaire des mots françois.,"[Ge], R. Estienne.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=488&tbl=gln_edit&no=2089,489,[R. Estienne],"Phrases hebraicæ, seu loquendi genera hebraica quæ in Veteri Testamento passim leguntur.","[Ge], R. Estienne.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=489&tbl=gln_edit&no=2033,490,R. Estienne,Traicté de la grammaire françoise,"[Ge], R. Estienne.",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=490&tbl=gln_edit&no=2030,491,H. Estienne,Ciceronianum lexicon græcolatinum,"[Ge], H.II Estienne, imprimeur parisien",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=491&tbl=gln_edit&no=2031,492,H. Estienne,In M. T. Ciceronis quam plurimos locos castigationes,"[Ge], H.II Estienne, imprimeur parisien",1557,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=492&tbl=gln_edit&no=1188,493,C. Fabri,Catechisme,"Ge, J. Crespin.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=493&tbl=gln_edit&no=201,494,C. Fabri,Familiere instruction des petis enfans selon la forme qu'on tient en l'Eglise de Neufchastel,"Ge, J. Crespin.",1551,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=494&tbl=gln_edit&no=1497,495,G. Farel,De la saincte Cene de nostre Seigneur Jesus,"[Ge], J. Crespin.",1553,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=495&tbl=gln_edit&no=1498,496,G. Farel,Du vray usage de la croix de Jesus Christ,"[Ge], J. Rivery.",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=496&tbl=gln_edit&no=1496,497,G. Farel,Glaive de la parolle veritable.,"Ge, J. Girard.",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=497&tbl=gln_edit&no=1493,498,G. Farel,"Summaire, Avec une epistre en laquelle l'autheur rend raison","[Ge], J. Girard.",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=498&tbl=gln_edit&no=2140,499,[M. Flacius] & al.,Histoire ecclesiastique [tome 1].,"[Ge], C. Badius pour Artus Chauvin",1560,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=499&tbl=gln_edit&no=1925,500,A. Froment,Deux epistres preparatives aux Histoires et Actes de Geneve.,"Ge, J. Girard.",1554,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=500&tbl=gln_edit&no=2092,501,J. Garnier,"Breve et claire confession de la foy chrestienne, contenant cent articles","[Ge], P. J. Poullain & Antoine Reboul",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=501&tbl=gln_edit&no=1941,502,J. Garnier,"Brieve et claire confession de la foy chrestienne, contenant cent articles, nouvelle edition","[Ge], P. J. Poullain & René Houdouyn",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=502&tbl=gln_edit&no=6223,503,J. Garnier,"Brieve et claire confession de la foy chrestienne, contenant cent articles.","[Ge], [J. Girard].",1552,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=503&tbl=gln_edit&no=1940,504,J. Garnier,"Brieve et claire confession de la foy chrestienne, contenant cent articles.","[Ge], J. Girard.",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=504&tbl=gln_edit&no=1629,505,J. Garnier,"Institutio gallicæ linguæ, in usum juventutis germanicæ.","[Ge], J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=505&tbl=gln_edit&no=1630,506,J. Garnier,"Institutio gallicæ linguæ, in usum juventutis germanicæ.","Ge, J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=506&tbl=gln_edit&no=5841,507,Genève,Permis d'habitation (11 lignes),"[Ge], s.n..",[± 1560],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=507&tbl=gln_edit&no=5842,508,Genève,Permis d'habitation (11 lignes),"[Ge], s.n..",[± 1560],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=508&tbl=gln_edit&no=430,509,Genève,Leges academiæ genevensis,"Ge, R. Estienne.",[1559],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=509&tbl=gln_edit&no=427,510,Genève,Ordre du college de Geneve,"Ge, R. Estienne.",[1559],,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=510&tbl=gln_edit&no=1994,511,A. Gilby,Briefe treatise of election and reprobacion.,"[Ge], P. J. Poullain & René Houdouyn",1556,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=511&tbl=gln_edit&no=1631,512,C. Goodman,How superior powers oght to be obeyd,"Ge, J. Crespin.",1558,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=512&tbl=gln_edit&no=6495,513,Grand,Grand pardon de pleniere remission,"Ge, A. & J. s.n..",1555,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=513&tbl=gln_edit&no=1816,514,Grand,"Grand pardon de pleniere remission, pour toutes personnes, durant à tousjours","Ge, Adam Rivery & Jean Rivery",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=514&tbl=gln_edit&no=1966,515,F. Grisonio,"Instruttione per un giovane, éd. par P. P. Vergerio","Ge, [J. Crespin & Conrad Badius] ",1550,,,
http://www.ville-ge.ch/musinfo/bd/bge/gln/notice/details.php?ref=/musinfo/bd/bge/gln/notice/simple.php&p=515&tbl=gln_edit&no=1927,516,G. Gueroult,"Premier livre des pseaumes, cantiques et chansons spirituelles","Ge, S. Du Bosc & Guillaume Guéroult",1554,,,
